,Prediction,Target,Bert scores,Human scores,F1
2428,multiscale bagging,bagging,0.18403241,0.32,0.0
2430,active learning,active learning,1.000000238,1.0,1.0
2432,resampling bootstrap,bagging,0.036500257,0.12,0.0
2434,"['multiscale bagging', 'active learning', 'resampling bootstrap']","['bagging', 'active learning', 'confidence level', 'classification']",0.2857143538338797,0.32,0.28571428571428575
2436,low power,low power,1.0,1.0,1.0
2438,binding,bound estimation,0.30926004100000004,0.32,0.0
2440,lagrange multipliers,power estimation,0.065737545,0.43,0.0
2442,resource sharing,power dissipation,0.303439915,0.23,0.0
2444,high level synthesis,high level synthesis,1.0,1.0,1.0
2446,data flow analysis,power estimation,0.33384853600000003,0.12,0.0
2448,scheduling algorithms,power estimation,0.126325145,0.32,0.0
2450,"['low power', 'binding', 'lagrange multipliers', 'resource sharing', 'high level synthesis', 'data flow analysis', 'scheduling algorithms']","['low power', 'high level synthesis', 'bound estimation', 'power dissipation', 'power estimation', 'switching activity']",0.30769230769230765,0.32,0.30769230769230765
2452,perceived risk,perceived risk,1.0,1.0,1.0
2454,technology type,technology type,1.0,1.0,1.0
2456,technology adoption,technology acceptance,0.8022912740000001,0.67,0.0
2458,user experience,user experience,1.000000238,1.0,1.0
2460,gender,gender,0.9999997620000001,1.0,1.0
2462,technology acceptance model,technology acceptance,0.661304116,0.67,0.0
2464,"['perceived risk', 'technology type', 'technology adoption', 'user experience', 'gender', 'technology acceptance model']","['perceived risk', 'technology type', 'moderating variable', 'user experience', 'gender', 'technology acceptance', 'utaut']",0.7825291035684383,0.54,0.6153846153846153
2466,latin hypercube method,finite element method,0.258427203,0.14,0.0
2468,response surface methodology,finite element method,0.30255228300000003,0.43,0.0
2470,sensitivity analysis,sensitivity indicator,0.670607209,0.34,0.0
2472,robustness estimation,sensitivity indicator,0.202985838,0.23,0.0
2474,response surface method,finite element method,0.344204426,0.43,0.0
2476,"['latin hypercube method', 'response surface methodology', 'sensitivity analysis', 'robustness estimation', 'response surface method']","['sheet metal forming', 'stochastical analysis', 'sensitivity indicator', 'admissible process parameter variation', 'finite element method']",0.13412144184112548,0.23,0.0
2478,wearable computing,wearable computing,1.000000238,1.0,1.0
2480,visual input hci,mobile embedded vision,0.1926516,0.23,0.0
2482,smart depth camera,mobile embedded vision,0.274213135,1.0,0.0
2484,hand tracking,hand tracking,0.9999997620000001,1.0,1.0
2486,"['wearable computing', 'visual input hci', 'smart depth camera', 'hand tracking', 'hand tracking', 'hand tracking']","['wearable computing', 'hci', 'foreground segmentation', 'stereo vision', 'mobile embedded vision', 'hand tracking']",0.4444444267838075,0.32,0.6666666666666666
2488,wireless sensor networks,wireless sensor network,0.887390018,1.0,1.0
2490,rain fed agriculture,agriculture,0.073407598,0.43,0.0
2492,common sense,wireless sensor network,-0.042941567,0.23,0.0
2494,decision support systems,wireless sensor network,0.21737816899999998,0.12,0.0
2496,user experience,user experiment,0.35099700100000003,1.0,1.0
2498,wsn deployment,user experiment,0.047237184,0.21,0.0
2500,"['wireless sensor networks', 'rain fed agriculture', 'common sense', 'decision support systems', 'user experience', 'wsn deployment']","['wireless sensor network', 'agriculture', 'user experiment', 'developing country']",0.1774780035018921,0.32,0.4
2502,stefan problem,stefan problem,1.0,1.0,1.0
2504,mullinssekerka problem,mullinssekerka problem,1.0,1.0,1.0
2506,dendritic growth,dendritic growth,1.0,1.0,1.0
2508,parametric finite element approximation,parametric finite elements,0.773966134,0.76,0.0
2510,kinetic undercooling,kinetic undercooling,1.0,1.0,1.0
2512,snow crystal growth,snow crystal growth,1.000000238,1.0,1.0
2514,euler equations,parametric finite elements,0.09204249099999999,0.23,0.0
2516,"['stefan problem', 'mullinssekerka problem', 'dendritic growth', 'parametric finite element approximation', 'kinetic undercooling', 'snow crystal growth', 'euler equations']","['parametric finite elements', 'stefan problem', 'mullinssekerka problem', 'dendritic growth', 'gibbsthomson law', 'kinetic undercooling', 'snow crystal growth', 'surface tension', 'anisotropy']",0.7217457965016365,0.67,0.6250000000000001
2518,binomial moments,binomial moments,1.0,1.0,1.0
2520,distance distribution,distance distribution,1.0,1.0,1.0
2522,combinatorial invariant,binomial moments,0.197312593,0.12,0.0
2524,macwilliams identities,rodemich theorem,0.008879547,0.04,0.0
2526,optimal codes,extremal codes,0.36732292200000005,0.02,0.0
2528,"['binomial moments', 'distance distribution', 'combinatorial invariant', 'macwilliams identities', 'optimal codes']","['binomial moments', 'distance distribution', 'linear programming', 'undetected error', 'extremal codes', 'rodemich theorem']",0.3636363636363636,0.34,0.3636363636363636
2530,wap traffic,wap,0.49748823,0.45,0.0
2532,self similarity,self similarity,1.0,1.0,1.0
2534,traffic modelling and analysis,traffic modelling,0.72243458,0.6,0.0
2536,"['wap traffic', 'self similarity', 'traffic modelling and analysis']","['wap', 'traffic modelling', 'self similarity', 'mobile data']",0.6342636602265495,0.4,0.28571428571428575
2538,multimodal interactions,multimodal interactions,1.0,1.0,1.0
2540,artificial environments,neural mediator,0.019850481,0.12,0.0
2542,neurocognitive development,neural mediator,0.27989548399999997,0.32,0.0
2544,natural environments,positive emotion,0.11925383699999999,0.12,0.0
2546,neuroplasticity,neural mediator,0.23667122399999999,0.12,0.0
2548,neurodynamics,neural mediator,0.28788489100000003,0.12,0.0
2550,neuronal organization and reorganization,neural mediator,0.204988465,0.1,0.0
2552,"['multimodal interactions', 'artificial environments', 'neurocognitive development', 'natural environments', 'neuroplasticity', 'neurodynamics', 'neurodynamics', 'neuronal organization and reorganization', 'neurodynamics', 'neurodynamics', 'neurodynamics']","['multimodal interactions', 'mobile toy robot', 'verbal nonverbal development', 'autism', 'free game play', 'positive emotion', 'neural mediator']",0.1111111111111111,0.39,0.1111111111111111
2554,symmetric iv i v curve,symmetry,0.16307658,0.34,0.0
2556,molecular junction,thiolalkane monolayer junction,0.26799827800000003,0.13,0.0
2558,asymmetric molecule,symmetry,0.316633672,0.23,0.0
2560,electronic transport,thiolalkane monolayer junction,-0.011654365,0.41,0.0
2562,atk package,thiolalkane monolayer junction,-0.04115795,0.12,0.0
2564,keldysh nonequilibrium green's function,thiolalkane monolayer junction,0.030963397,0.32,0.0
2566,"['symmetric iv i v curve', 'molecular junction', 'asymmetric molecule', 'electronic transport', 'atk package', ""keldysh nonequilibrium green's function""]","['first principles', 'symmetry', 'iv i v curve iv i v iv i v i v', 'thiolalkane monolayer junction']",0.0,0.21,0.0
2568,fuzzy reliability,gablt technique,0.02639186,0.12,0.0
2570,repairable industrial system,genetic algorithm,0.090646163,0.02,0.0
2572,gablt,gablt technique,0.625812888,0.54,0.0
2574,ngablt,ngablt technique,0.662357628,0.56,0.0
2576,fuzzy c means clustering,nonlinear programming,-0.055463143,0.12,0.0
2578,"['fuzzy reliability', 'repairable industrial system', 'gablt', 'ngablt', 'fuzzy c means clustering', 'fuzzy c means clustering']","['flt technique', 'gablt technique', 'ngablt technique', 'nonlinear programming', 'genetic algorithm', 'artificial neural networks']",0.21469508608182272,0.04,0.0
2580,magnetism,automotive application,0.14165318,0.23,0.0
2582,electric motors,brushless motor,0.265527517,0.54,0.0
2584,simulation,mass production,0.212268278,0.34,0.0
2586,automotive industry,automotive components industry,0.783504128,0.56,0.0
2588,"['magnetism', 'electric motors', 'simulation', 'automotive industry']","['automotive application', 'brushless motor', 'coercive force', 'dysprosium', 'interior permanent magnet ipm', 'low weight', 'mass production', 'cost effectiveness', 'neodymium', 'automotive components industry']",0.16626105632857752,0.45,0.0
2590,combined heat and power,combined heat and power dispatch,0.76426512,0.24,0.0
2592,direct search method,direct search method,1.0,1.0,1.0
2594,successive refinement search,direct search method,0.242018536,0.12,0.0
2596,nonlinear optimization,direct search method,0.12275616800000001,0.12,0.0
2598,"['combined heat and power', 'direct search method', 'successive refinement search', 'nonlinear optimization']","['combined heat and power dispatch', 'direct search method', 'cogeneration', 'economic dispatch']",0.44106628000736237,0.42,0.25
2600,circular vortex flow,circular vortex,0.7732632759999999,0.76,0.0
2602,compact spatial discretization,compact finite differences,0.368967205,0.43,0.0
2604,spectral methods,circular vortex,0.103458121,0.23,0.0
2606,unsteady flow,circular vortex,0.10252209,0.43,0.0
2608,"['circular vortex flow', 'compact spatial discretization', 'spectral methods', 'unsteady flow']","['compact finite differences', 'circular vortex', 'high order', 'incompressible navier stokes']",0.19331581890583038,0.41,0.0
2610,cmos,vlsi,0.186506972,0.12,0.0
2612,electromagnetic analysis,electromagnetic,0.661441445,0.12,0.0
2614,on chip antennas,on chip antennas,1.0,0.43,1.0
2616,electromagnetic signal coupling,electromagnetic,0.549495637,0.4,0.0
2618,wireless interconnects,interconnects,0.389750183,0.12,0.0
2620,"['cmos', 'electromagnetic analysis', 'on chip antennas', 'electromagnetic signal coupling', 'wireless interconnects']","['interconnects', 'electromagnetic', 'on chip antennas', 'vlsi']",0.42835426749117883,0.4,0.22222222222222224
2622,identification,identification,1.0,1.0,1.0
2624,tumor immune system,immune system,0.31155163,0.5,0.0
2626,recurrent neural network,artificial neural network,0.525712132,0.32,0.0
2628,cancer immunotherapy,immune system,0.151349604,0.1,0.0
2630,mathematical model,artificial neural network,0.333216161,0.1,0.0
2632,"['identification', 'tumor immune system', 'recurrent neural network', 'cancer immunotherapy', 'mathematical model']","['identification', 'immune system', 'multi layer perceptron', 'artificial neural network']",0.3390471405453152,0.2,0.22222222222222224
2634,computational singular perturbation,singular perturbation analysis,0.39474147600000004,0.32,0.0
2636,invariance equation,invariant manifolds,0.420460939,0.41,0.0
2638,slow invariant manifold,invariant manifolds,0.257488757,0.51,0.0
2640,fast and slow dynamics of stiff systems,multiple time scales,-0.062397305,0.41,0.0
2642,eigenvalues of stiff systems,invariant manifolds,0.022154784,0.21,0.0
2644,"['computational singular perturbation', 'invariance equation', 'slow invariant manifold', 'fast and slow dynamics of stiff systems', 'eigenvalues of stiff systems']","['invariant manifolds', 'model reduction', 'multiple time scales', 'asymptotic analysis', 'singular perturbation analysis']",0.08409218788146973,0.31,0.0
2646,adaptive comb filter,adaptive algorithm,0.51862669,0.43,0.0
2648,notch gain,adaptive algorithm,-0.122077681,0.12,0.0
2650,lms algorithm,lms,0.437973469,0.43,0.0
2652,notch gain coefficient,comb filter,-0.005671993,0.12,0.0
2654,"['adaptive comb filter', 'notch gain', 'lms algorithm', 'notch gain coefficient']","['comb filter', 'lms', 'adaptive algorithm']",0.32121998303760796,0.32,0.0
2656,structured reporting,heuristic usability evaluation,0.053593099000000005,0.12,0.0
2658,usability,system usability scale,0.09256801,0.32,0.0
2660,telemedicine,telemedicine,0.9999997620000001,1.0,1.0
2662,telehealth,telecardiology,0.500952721,0.54,0.0
2664,e health,telecardiology,0.006653083000000001,0.12,0.0
2666,"['structured reporting', 'usability', 'telemedicine', 'telehealth', 'e health', 'e health', 'e health', 'e health', 'e health', 'e health', 'e health', 'e health', 'e health']","['telecardiology', 'telemedicine', 'system usability scale', 'keystroke level model', 'heuristic usability evaluation', 'dicom sr']",0.15799499812879061,0.21,0.10526315789473684
2668,fixed point,fixed point,1.0,1.0,1.0
2670,correspondence,correspondence,1.000000238,1.0,1.0
2672,cone metric space,cone metric space,1.0,1.0,1.0
2674,conditionally contractive,correspondence,0.003155915,0.54,0.0
2676,"['fixed point', 'correspondence', 'cone metric space', 'conditionally contractive']","['fixed point', 'correspondence', 'cone metric space', 'banach lattice']",0.7500000596046448,0.2,0.75
2678,personal content management system,personal content management,0.7412543890000001,0.12,0.0
2680,semantic web,semantic web,0.9999997620000001,1.0,1.0
2682,dig35,metadata,0.128619984,0.21,0.0
2684,metadata management,metadata,0.304228634,0.43,0.0
2686,multimedia ontology,multimedia standards,0.5441739560000001,0.21,0.0
2688,"['personal content management system', 'semantic web', 'dig35', 'metadata management', 'multimedia ontology']","['personal content management', 'metadata', 'annotation', 'interoperability', 'semantic web', 'ontology', 'multimedia standards', 'reasoning']",0.3516043241207416,0.12,0.15384615384615385
2690,multimedia call center,call center,0.57743001,0.23,0.0
2692,internet commerce,internet commerce,1.000000238,1.0,1.0
2694,human agent,human embedded system,0.292758226,0.12,0.0
2696,computer telephony integration,computer telephony integration,1.0,0.5,1.0
2698,human embedded system,human embedded system,1.000000238,1.0,1.0
2700,e commerce,electronic commerce,0.322882682,1.0,0.0
2702,"['multimedia call center', 'internet commerce', 'human agent', 'computer telephony integration', 'human embedded system', 'e commerce']","['call center', 'internet commerce', 'internet shopping mall', 'computer telephony integration', 'human embedded system', 'electronic commerce']",0.6781175780039793,0.12,0.5
2704,wind tunnel,wind tunnel,0.9999997620000001,1.0,1.0
